gatherings	original_extent	final_pagecount	Count
8vo	42 v., plates	46	   2
4to	v	5	   2
2fo	7 v.	5012	   2
12mo	3 v.	622.5	   2
8vo	1 v., plates	5	   2
12mo	[12] p.	12	   2
8vo	8+ p.	8	   2
2fo	35,[1]p.	36	   2
1to	1 sheet ([1]p.)	2	   2
8vo	[2] p.	2	   2
4to	1 sheet ([4] p.)	2	   2
8vo	73, [1] p.	74	   2
12mo	viii, 283, [1] p.	292	   2
12mo	27, [1] p.	28	   2
12mo	[12],240,8p.	252	   2
8vo	[2], 56 p.	58	   2
12mo	[24], 276 p.	300	   2
8vo	[4],115,[5]p.	124	   2
2fo	[6],XXIII,[1],557,[1]p.,plate	590	   2
8vo	[2],79,[1]p.	82	   2
12mo	268p.	268	   2
12mo	[8],76p.	84	   2
8vo	xxxii,256p.	288	   2
12mo	7v.,plates	1480.5	   2
8vo	[4],53,[3]p.	60	   2
8vo	2v.,plate,tables	636	   2
8vo	124p.	124	   2
8vo	[2],70,[2]p.	74	   2
8vo	iv p.	4	   2
8vo	[12],646,[18]p.	676	   2
2fo	[2], iii, [1], iv, ii, iv, 592, xl p., plates	639	   2
4to	60p.	60	   2
8vo	[8],176[i.e.184]p.	192	   2
4to	xxiii,[1],614p.,plate	640	   2
8vo	[8],284,[28]p.,plates	324	   2
8vo	[16],305,[15]p.	336	   2
8vo	[24],328,[12],44p.	364	   2
8vo	[4],128p.	132	   2
8vo	2v.(xxxvii,[3],591,[3],593-1256,[20]p.),plates	1323	   2
12mo	[2],ix,[1],250,[2]p.	264	   2
8vo	[2],31,[1]p.	34	   2
8vo	[10]p.	10	   2
8vo	58,[2]p.	60	   2
8vo	[6],390p.	396	   2
2fo	Pp.3-4	2	   2
2fo	pp.3-4	2	   2
4to	[8],24p.	32	   2
8vo	iv,76p.	80	   2
4to	[2],44p.	46	   2
8vo	v.5 ([2],478,[28]p.),plates	512	   2
2fo	[14] p.	14	   2
8vo	[14],157,[11],165-352p.	377	   2
8vo	[4],xxiv,192,104p.,plates	224	   2
8vo	xlivp.	44	   2
4to	[4],12p.	16	   2
8vo	xxxvi,348,[20]p.	404	   2
8vo	xvi,[4],188p.	208	   2
4to	[2],330p.	332	   2
2fo	710,[4]p.,plates	718	   2
8vo	v.2 ([2],545,[1]p.),plates	552	   2
8vo	vii,[1],47,[1]p.	56	   2
2fo	23,[1]p.	24	   2
2fo	25-62 p.	38	   2
8vo	[2], 34 p.	36	   2
8vo	[2],261,[1]p.	264	   2
2fo	130[i.e.136],19[i.e.21],[1]p.	137	   2
2fo	13,[1]p.	14	   2
2fo	[2],303-304p.	4	   2
12mo	[2],184,[6]p.,plate	194	   2
2fo	860,[6]p.,plates	870	   2
8vo	v.6 ([4],502,[26]p.),plates	536	   2
2fo	[2],395-396p.	4	   2
12mo	22,[2]p.	24	   2
8vo	[14],502,[4]p.	520	   2
4to	[4],30,[2]p.	36	   2
4to	3v.,plate	2	   2
4to	119,[1]p.	120	   2
8vo	[4],xxv,[1],149,[1];156p.	336	   2
12mo	24 leaves,25-72p.	96	   2
18mo	[4],104,[4]p.	112	   2
4to	495,[5]p.,plates	504	   2
12mo	292p.	292	   2
8vo	109,[1]p.	110	   2
8vo	[16], 416 p.	432	   2
2fo	[8], 839, [1], 8 p.	848	   2
2fo	4 sheets	8	   2
8vo	[4],viii,50p.	62	   2
12mo	[4],xlvi,260,[2]p.	312	   2
8vo	xvi,336p.	352	   2
12mo	240p.	240	   2
12mo	[4],269,[3]p.,plates	280	   2
4to	[2],32p.	34	   2
12mo	[12],280,[8]p.	300	   2
4to	[2],44[i.e.48],[2]p.	52	   2
8vo	viii,[108],66p.	182	   2
8vo	[4],176p.	180	   2
2fo	[2],15,[1]p.	18	   2
8vo	[2],54,[2]p.	58	   2
8vo	[12],114,[2]p.	128	   2
8vo	[14],342[i.e.338]p.	352	   2
12mo	xii,[4],350,[6]p.,plates	376	   2
8vo	45,[3]p.	48	   2
4to	[2],12p.	14	   2
12mo	62p.	62	   2
12mo	107,[1]p.	108	   2
12mo	x,[2],346,[2]p.	360	   2
8vo	xvi,522,[2]p.	540	   2
8vo	[6],54p.	60	   2
8vo	264p.,plate	266	   2
8vo	[2],iii,[2],4-29,[1]p.	34	   2
12mo	xii,255,[21]p.	288	   2
2fo	2,[2]p.	4	   2
8vo	[2],x,51,[1],44p.	64	   2
2fo	4v.,plates	2880	   2
8vo	v.2 ([8],452,[12]p.),plates	476	   2
12mo	xxiii,[1],359,[1]p.	384	   2
8vo	4,412p.,plate	414	   2
8vo	v.2(viii,502p.)	510	   2
8vo	viii,3-64p.	70	   2
12mo	48p.,plate	50	   2
8vo	vi,[2],75,[1]p.	84	   2
8vo	[8],328,[16]p.	352	   2
12mo	xii,252p.	264	   2
8vo	[12],52p.	64	   2
8vo	61,[1]p.	62	   2
8vo	[14],127,[35]p.	176	   2
8vo	vi,424p.	430	   2
8vo	[8],56p.	64	   2
8vo	xl,611,[1]p.	652	   2
8vo	[4],19,[5]p.	28	   2
8vo	iv,35,[1]p.	40	   2
8vo	[2],108p.	110	   2
8vo	[12],403,[1]p.	416	   2
24mo	[4],261,[1];[2],247,[1]p.	516	   2
4to	[2],viii,141,[1]p.	152	   2
8vo	[6],61,[1]p.	68	   2
8vo	viii,132p.	140	   2
8vo	[4],308p.	312	   2
8vo	49,[3]p.	52	   2
12mo	[4],139,[1]p.	144	   2
8vo	vi,33,[1]p.	40	   2
8vo	29, [1] p.	30	   2
8vo	[2],531,[1]p.,plate	536	   2
8vo	iv,348p.,plate	354	   2
8vo	[2],83,[1]p.	86	   2
8vo	v.3 ([14],381,[19]p.),plate	416	   2
8vo	v.2 ([14],560p.),plate	576	   2
8vo	[4],xv[i.e.xiv],199,[1]p.	218	   2
8vo	[2],91,[1]p.	94	   2
8vo	[4],50,[2]p.	56	   2
8vo	[4],33,[1]p.	38	   2
8vo	viii,24p.	32	   2
8vo	[6],87,[1],xi,[1]p.	106	   2
8vo	vii,[1],36p.	44	   2
8vo	[2],119,[1]p.	122	   2
8vo	576p.,plate	578	   2
12mo	122,[2]p.,plates	128	   2
8vo	vi,58p.	64	   2
8vo	57,[1]p.	58	   2
8vo	xvi,261,[1]p.	278	   2
8vo	x,2,2*,3-436p.	446	   2
8vo	[4],121,[1]p.	126	   2
8vo	[4],168p.	172	   2
8vo	[8],383,[1]p.	392	   2
8vo	[32],120p.	152	   2
8vo	[12],36p.	48	   2
12mo	viii,76p.	84	   2
8vo	[2],43,[1]p.	46	   2
4to	795,[1]p.,plates	800	   2
4to	[2],xxxii,[2],95,[1],781,[3]p.,plate	823	   2
8vo	[14],562,[14]p.,plates	594	   2
2fo	[4],27,[1]p.	32	   2
4to	26,[2]p.	28	   2
12mo	18p.	18	   2
8vo	4,viii,5-139,[1]p.	148	   2
8vo	vii,[1],468p.	476	   2
8vo	[8],72p.	80	   2
8vo	[2],iv,210p.	216	   2
8vo	[2],54,[4]p.	60	   2
8vo	154,[2]p.	156	   2
8vo	[2],52,[2]p.	56	   2
8vo	[2],60,[2]p.	64	   2
2fo	[24],182,[5],184-410,[98]p.,plates	541	   2
8vo	[2],ii,126,[2]p.	132	   2
8vo	[4],312p.	316	   2
12mo	[2],86p.	88	   2
8vo	[2],256p.	258	   2
8vo	viii,72p.,plate	82	   2
8vo	viii,[16],381,[1]p.,plate	408	   2
8vo	[28],312p.,plate	342	   2
2fo	viii,632p.,plates	644	   2
4to	[4],68p.,plate	74	   2
8vo	[2],140p.	142	   2
12mo	[8],64p.	72	   2
8vo	xi,[1],520p.	532	   2
4to	[10],274p.,plate	286	   2
8vo	xvi,373,7p.,plate	391	   2
12mo	38p.	38	   2
8vo	[2],viii,[2],147,[1]p.,table	162	   2
8vo	24p.,table	26	   2
12mo	167,[1]p.	168	   2
8vo	316p.	316	   2
4to	83,[1]p.	84	   2
12mo	178,[2]p.	180	   2
2fo	[4], 77, [1] p.	82	   2
8vo	[12],370,[2]p.	384	   2
8vo	iv,44p.	48	   2
8vo	7v.,plates	2212	   2
8vo	vii,[1],93,[1]p.	102	   2
12mo	[4],356p.	360	   2
4to	[18],124,[2]p	144	   2
8vo	[2],ii,48,41-83,[1]p.	88	   2
8vo	xxii,138p.	160	   2
8vo	97,[1]p.	98	   2
8vo	[2],86p.	88	   2
8vo	xii,182,[2]p.	196	   2
8vo	146p.	146	   2
8vo	xiv,[2],183,[1]p.,plate	202	   2
8vo	vii,[1],125,[1]p.	134	   2
8vo	[6],89,[1]p.	96	   2
8vo	2v.,tables	632	   2
2fo	8p.,plates	12	   2
2fo	[4],7,[1]p.	12	   2
12mo	32,[4]p.	36	   2
8vo	vii,[1],32p.	40	   2
12mo	86p.	86	   2
12mo	52p.,plate	54	   2
2fo	[4],23,[1]p.	28	   2
4to	[4],34p.	38	   2
8vo	viii,44p.	52	   2
8vo	[2],vi,264p.	272	   2
12mo	vi,360,[8]p.,plate	376	   2
8vo	6v., plates	1896	   2
12mo	xxiv,336p.	360	   2
24mo	[2],261,[1];[2],247,[1]p.	514	   2
4to	82p.,plate	84	   2
2fo	v.3 ([40], 624; 274 p.)	938	   1
8vo	10, [2] p.	12	   1
12mo	184, [8] p., [1] leaf of plates	194	   1
2fo	[16], 203, [5], 168, 167-188, [6] p.	230	   1
4to	[2], 70, [2] p.	74	   1
4to	[122] p.	122	   1
12mo	444 p.	444	   1
12mo	xii, 36 p.	48	   1
4to	Pp. 181-206 [i.e. 196]	16	   1
4to	Pp. 165-180	16	   1
4to	Pp. 149-164	16	   1
4to	Pp. 133-148	16	   1
12mo	[12], 170, [10] p.	192	   1
4to	[2], 12+ p.	14	   1
8vo	426, [2] p.	428	   1
4to	356 p., [1] leaf of plates	358	   1
4to	12+ p.	12	   1
4to	[4],313,[1];77,[5]p.,plates	404	   1
4to	32 v., [1] leaf of plates	34	   1
2fo	[4], 139, [3], 131-151, [1], 31, [1] p.	160	   1
2fo	xx, 1401, [1] p.	1422	   1
8vo	xii, 93, [3] p.	108	   1
8vo	[4], 154p.	158	   1
2fo	[2], 153-173, [1] p.	24	   1
4to	4, 253-480 p.	480	   1
8vo	vii, [1], v [i.e. iv], 92 p.	100	   1
8vo	8, [v]-vi, 9-57, [6], 62-228, [75]-76, [4], 73-74, [3] p.	241	   1
8vo	[2], 8 p.	10	   1
4to	[4], xlviii, 126 p.	178	   1
2fo	1 sheet (p. 55, [1])	2	   1
8vo	[vi], 38 p.	44	   1
8vo	[2], 3, 6-7, 6-27 [i.e. 28], [2] p.	32	   1
2fo	1 sheet (p. 141)	2	   1
8vo	85, [1] vii, [1] p.	86	   1
2fo	175-177 p.	3	   1
12mo	52 p.	52	   1
16mo	[6], 17, [1] p.	24	   1
8vo	[28], 211, [1] p.	240	   1
4to	2 pts in 1 v. (viii, 332, 5, [1] p.)	341	   1
4to	vi, 108 p.	114	   1
12mo	4 p.	4	   1
12mo	[2], 325, [9], 196, [6], 316, [8], 94, [6] p.	356	   1
8vo	[2], 34 [i.e. 32] p.	34	   1
8vo	[2], 69, [1] p.	72	   1
8vo	[2], 36 p.	38	   1
8vo	[2], 44, [2] p.	48	   1
4to	[6], 63, [1] p.	70	   1
12mo	[2], iv, 197, [1]; 67, [1]; 48 p.	320	   1
12mo	235, [1] p.	236	   1
2fo	65-70 p.	6	   1
12mo	52, [6] p.	58	   1
4to	[1], 4-90[+] p.	88	   1
12mo	55, [5] p.	60	   1
8vo	68 p.	68	   1
2fo	[2], 243-262, [2] p.	24	   1
2fo	[2], 149-184 p.	38	   1
2fo	[12], 95, [3], 97-242, [2], 243-262, [4], 265-278, [2], 285-317, [3], 319-362, [2], 367-382, [2], 387-408, [2], 409-438, 435-444 p.	476	   1
8vo	10, [4] p.	14	   1
8vo	51, [33] p.	84	   1
2fo	32, [4] p.	36	   1
4to	[2], 2, 16 p.	18	   1
2fo	1, [3], 119-127, [1] p.	131	   1
2fo	[2], 419-433, [1] p.	18	   1
2fo	[2], 355-378, [2] p.	28	   1
2fo	[2], 903-922 p.	22	   1
8vo	104 p.	104	   1
8vo	132 p.	132	   1
8vo	[2], xliv, [4], 147 [i.e. 157], [1] p.	208	   1
4to	39, [5] p.	44	   1
2fo	[2] p. 731, 738-739, 716-720, 221, 722	739	   1
2fo	[2], 669-680 p.	14	   1
2fo	p. 519-532 p.	14	   1
2fo	p. 305-536 p.	232	   1
2fo	p. [397]-441	45	   1
2fo	p. [371]-396	26	   1
2fo	p. [337]-370	34	   1
2fo	p. [301]-336	36	   1
2fo	p. [281]-300	20	   1
2fo	p. [265]-280	16	   1
2fo	p. [247]-264	18	   1
2fo	p. [219]-246	28	   1
2fo	p. [207]-218	12	   1
2fo	p. [193]-206	14	   1
2fo	p. [177]-192	16	   1
2fo	p. [145]-176	32	   1
2fo	p. [131]-144	14	   1
2fo	p. [127]-130	4	   1
2fo	p. [121]-126	6	   1
2fo	p. [111]-120	10	   1
2fo	p. [97]-110	14	   1
2fo	p. [89]-96	8	   1
2fo	p. [83]-88	6	   1
2fo	p. [69]-82	14	   1
2fo	p. [65]-68	4	   1
2fo	p. [47]-64	18	   1
2fo	p. [41]-46	6	   1
2fo	p. [31]-40	10	   1
2fo	p. [13]-30	18	   1
1to	1 sheet ([1] p.) : coat of arms	2	   1
4to	[4],7-29,[1]p.	28	   1
8vo	iv, 20 p.	24	   1
12mo	[3]-33, [1] p.	32	   1
12mo	[2], 5-33, [1] p.	32	   1
12mo	112, 111-118, 122-127, 127-128, *128, 128-394, [23]	417	   1
2fo	[2], 631-651, [1] p.	24	   1
2fo	[2], 5-138; [139]-205, [3] p.	206	   1
12mo	[22], 422, [22] p., [4] leaves of plates (3 folded)	474	   1
2fo	viii, 332, 343-674, 677-874, [2] p.	884	   1
8vo	[4], xxxvi, 140 p., [2] plates	184	   1
8vo	[4], x, 21, [1] p.	36	   1
4to	[2], vi, 27, [1] p.	36	   1
12mo	[6+] p.	6	   1
2fo	[8], 607, [9] p., [7] leaves of plates	638	   1
12mo	[24+} p.	24	   1
12mo	83, [1] p.	84	   1
4to	[16?] p.	16	   1
8vo	[8], 301, [27] p.	336	   1
4to	[2], 14, 13-14, [2], 11, [1] p.	19	   1
8vo	[2], 204 p.	206	   1
2fo	307 [i.e. 311], [1] p.	312	   1
12mo	[24+] p.	24	   1
4to	[8], 7-18 p.	20	   1
2fo	[88+] p.	88	   1
8vo	[2], 955-982 p.	30	   1
8vo	[20], 136, 121-269, [3] p.	292	   1
8vo	viii, 72 p., plate	82	   1
12mo	xvi, 327, [1] p.	344	   1
4to	[6], 256, [2], 257-351, [37], 57, [1]; 53, [3] p.	453	   1
2fo	3,[1] p	4	   1
2fo	2,[2] p.	4	   1
2fo	[6], 75, [11] p.	92	   1
8vo	[32], 68, 65-136 p.	168	   1
12mo	2 v., plates	427	   1
8vo	[2], 199, [1] p.	202	   1
8vo	183, [1] p.	184	   1
4to	589, [1] p.	590	   1
2fo	164 p., [2] leaves of plates	168	   1
24mo	[170] p.	170	   1
2fo	[6], 871, [3] p., [97] leaves of plates	1074	   1
8vo	[8] leaves	16	   1
2fo	[4], 201, 204-340, [4] p.	348	   1
12mo	[12], 155, [1] p., plates	172	   1
8vo	[2], xxv, [9], 128, 137-144, 137-200, 121-128, 209-428 p., [4] plates	472	   1
8vo	[2], [141]-232 p.	94	   1
2fo	14 [i.e. 15], [1] p.	16	   1
8vo	232 p.	232	   1
8vo	[8], 101, [1] p.	110	   1
2fo	[2], 343-382, [1] p.	43	   1
2fo	[2], 1023-1027, [1] p.	8	   1
2fo	[2], 335-339, [1] p.	8	   1
2fo	[2], 535-537, [1] p.	6	   1
2fo	[2], 1001-1067, [1] p.	70	   1
4to	[3], 7, 9-10 p.	13	   1
8vo	[2], 54 p.	56	   1
2fo	[2], 927-956 p.	32	   1
2fo	[2], 1089-1103, [1] p.	18	   1
2fo	[2], 837-854 p.	20	   1
2fo	[2], 365-372 p.	10	   1
2fo	[2], 947-1007, [1] p.	64	   1
2fo	[2], 241-245, [1] p.	8	   1
2fo	[2], 1071-1076 p.	8	   1
12mo	[8], 135, [1] p.	144	   1
4to	[2], 471-480 p.	12	   1
2fo	P. 133-144	12	   1
8vo	[14], 480, [12] p.	506	   1
2fo	1 sheet (page 223)	2	   1
2fo	1 sheet (page 161)	2	   1
2fo	1 sheet (page 61)	2	   1
8vo	[2], ii, [4] p.	8	   1
8vo	1 folded sheet ([4] p.)	4	   1
8vo	1 sheet (4 p.)	2	   1
2fo	1 sheet (p. 161)	2	   1
12mo	242 p.	242	   1
8vo	2 v. (xvi, 458; [iv], 383, [1] p.)	862	   1
16mo	ix, [1], 239, [1] p.	250	   1
4to	[2], 8 p., [20+] leaves of plates	50	   1
12mo	194 p.	194	   1
8vo	2 v. (96, 136 p.)	136	   1
4to	[124+] p.	124	   1
12mo	ix, 229 [i.e.231], [1] p.	241	   1
8vo	50 p.	50	   1
4to	[2], iii, [1], 16 p.	22	   1
12mo	72 p., [4] folded leaves of plates	72	   1
4to	527, [1], p.	528	   1
8vo	[16], 56 p., folded plate	74	   1
8vo	133, [1] p.	134	   1
4to	[6], 34, [2], 8, [2], 27, [1] p.	45	   1
8vo	x, 11-128 p.	128	   1
4to	160+ p.	160	   1
12mo	10 v., plates	14	   1
12mo	xxiv, 160 p.	184	   1
4to	43 p.	43	   1
2fo	35 p [1].	36	   1
4to	xviii, [12] p., 62 plates	154	   1
4to	115, [25] p.	140	   1
8vo	vi, 58 p.	64	   1
2fo	143-154 p.	12	   1
2fo	115-122 p.	8	   1
2fo	111-114 p.	4	   1
2fo	101-110 p.	10	   1
2fo	83-88 p.	6	   1
2fo	77-80 p.	4	   1
2fo	19-24 p.	6	   1
2fo	21-34 p.	14	   1
2fo	15-20 p.	6	   1
2fo	7-14 p.	8	   1
8vo	[viii], 100; 56 p.	164	   1
12mo	viii, [13], 217, 219-220, [1] p.	242	   1
2fo	p. 105-108	4	   1
8vo	vj, [3], 231, [1] p.	235	   1
12mo	v.2 ([4], 142 p.)	146	   1
8vo	[2], 432 p.	434	   1
2fo	385-392 p.	8	   1
2fo	361-384 p.	24	   1
2fo	313-360 p.	48	   1
2fo	283-312 p.	30	   1
2fo	253-282 p.	30	   1
2fo	233-252 p.	20	   1
2fo	227-232 p.	6	   1
2fo	219-225, 224-226 p.	226	   1
2fo	197-218 p.	22	   1
2fo	175-196 p.	22	   1
2fo	167-173, 172-174 p.	174	   1
2fo	155-166 p.	12	   1
2fo	147-154 p.	8	   1
2fo	133-146 p.	14	   1
2fo	115-132 p.	18	   1
2fo	107-114 p.	8	   1
2fo	101-106 p.	6	   1
2fo	79-88 p.	10	   1
2fo	29-78 p.	50	   1
4to	[8], lxx, [2], 302, [2] p.	384	   1
2fo	159-173, [1] p.	16	   1
2fo	149-158 p.	10	   1
2fo	129-148 p.	20	   1
2fo	121-128 p.	8	   1
2fo	[2], 109-120 p.	14	   1
2fo	95-108 p.	14	   1
2fo	81-94 p.	14	   1
2fo	71-80 p.	10	   1
2fo	39-70 p.	32	   1
2fo	21-38 p.	18	   1
2fo	287-304 p.	18	   1
2fo	259-286 p.	28	   1
2fo	245-258 p.	14	   1
2fo	239-244 p.	6	   1
2fo	229-238 p.	10	   1
2fo	221-228 p.	8	   1
2fo	211-219, [1] p.	10	   1
2fo	207-210 p.	4	   1
2fo	201-206 p.	6	   1
2fo	183-200 p.	18	   1
2fo	173-182 p.	10	   1
2fo	163-172 p.	10	   1
2fo	153-162 p.	10	   1
2fo	147-151, [1] p.	6	   1
2fo	139-146 p.	8	   1
2fo	81-138 p.	58	   1
2fo	67-80 p.	14	   1
2fo	25-52 p.	28	   1
2fo	9-24 p.	16	   1
2fo	1-7, [1] p.	8	   1
2fo	285-296 p.	12	   1
2fo	279-284 p.	6	   1
2fo	273-278 p.	6	   1
2fo	267-272 p.	6	   1
2fo	253-266 p.	14	   1
2fo	249-252 p.	4	   1
2fo	[18] p.	18	   1
2fo	195-204 p.	10	   1
2fo	177-194 p.	18	   1
2fo	161-176 p.	16	   1
2fo	113-160 p.	48	   1
2fo	89-112 p.	24	   1
2fo	67-88 p.	22	   1
2fo	45-52 p.	8	   1
2fo	39-43 p.	5	   1
2fo	33-38 p.	6	   1
2fo	25-31, [1] p.	8	   1
2fo	15-24 p.	10	   1
2fo	[2], 9-10, 13-14 p.	16	   1
8vo	[2], 5-22 p.	20	   1
8vo	[1], 19, [1] p.	21	   1
8vo	[1], 14, [2] p.	17	   1
2fo	[2], 45-51, 53-54, [1] p.	57	   1
2fo	[2], 42-45 p.	6	   1
2fo	39-41, [1] p.	4	   1
2fo	[2], 29-38 p.	12	   1
2fo	[2], 21-28 p.	10	   1
2fo	[2], 17-20 p.	6	   1
2fo	[2], 9-16 p.	10	   1
2fo	1-8 p.	8	   1
2fo	[4], 8, [2], 9-16, [2], 17-20, [2], 21-28, [2], 29-38, [1], 39-41, [2], 42-45, [2], 45-51, 53-54 [i.e. 53], [1] p.	71	   1
2fo	[2], 63-86 p.	26	   1
2fo	[2], 59-62 p.	6	   1
2fo	[2], 57-66 p.	12	   1
2fo	[2], 49-58 p.	12	   1
2fo	[2], 43-48 p.	8	   1
2fo	[2], 39-42 p.	6	   1
2fo	[2], 25-32 p.	10	   1
2fo	[2], 23-24 p.	4	   1
2fo	[2], 7-12 p.	8	   1
2fo	125-134 p.	10	   1
2fo	111-116 p.	6	   1
2fo	103-110 p.	8	   1
2fo	79-92 p.	14	   1
2fo	69-72 p.	4	   1
2fo	7-16 p.	10	   1
2fo	126-127, [2], 134 p.	136	   1
2fo	[1], 122-125 p.	5	   1
2fo	111, [2] p.	113	   1
2fo	101-103, [2], 110-111 p.	113	   1
2fo	94-101 p.	8	   1
2fo	81-89, [2], 94 p.	96	   1
2fo	23-24 p.	2	   1
2fo	21-22 p.	2	   1
2fo	109-124 p.	16	   1
2fo	[97]-[108] p.	12	   1
2fo	[85]-96 p.	12	   1
2fo	[75]-84 p.	10	   1
2fo	[71]-74 p.	4	   1
2fo	59-70 p.	12	   1
2fo	[49]-58 p.	10	   1
2fo	[45]-48 p.	4	   1
2fo	37-44 p.	8	   1
2fo	29-36 p.	8	   1
2fo	[17]-28 p.	12	   1
2fo	[13]-16 p.	4	   1
2fo	7-12 p.	6	   1
2fo	189-200 p.	12	   1
2fo	171-188 p.	18	   1
2fo	145-148 p.	4	   1
2fo	140 [i.e. 142]-145 p.	4	   1
2fo	134-140 [i.e. 142] p.	9	   1
2fo	129-134 p.	6	   1
2fo	120-129 p.	10	   1
2fo	112-120 p.	9	   1
2fo	109-112 p.	4	   1
2fo	105-109 p.	5	   1
2fo	89-104 p.	16	   1
2fo	69-88 p.	20	   1
2fo	53-60 p.	8	   1
2fo	31-34 p.	4	   1
2fo	29-30 p.	2	   1
2fo	35-38 p.	4	   1
2fo	[4], 1-26, 29-49, [1], 53-148, 171-200 p.	205	   1
2fo	[4], 124 p.	128	   1
2fo	[4], 749-920 p.	176	   1
12mo	288 p.	288	   1
2fo	123-134 p.	12	   1
2fo	105-112 p.	8	   1
2fo	103-104 p.	2	   1
2fo	83-92 p.	10	   1
2fo	79-82 p.	4	   1
12mo	[8], 123, [1] p.	132	   1
2fo	75-78 p.	4	   1
2fo	63-70 p.	8	   1
2fo	21-24 p.	4	   1
2fo	11-16 p.	6	   1
8vo	xvi, 336 p.	352	   1
2fo	331-370 p.	40	   1
2fo	315-330 p.	16	   1
2fo	291-314 p.	24	   1
2fo	285-290, [2] p.	8	   1
2fo	277-284 p.	8	   1
2fo	267-276, [2] p.	12	   1
2fo	259-265, [1] p.	8	   1
2fo	251-258 p.	8	   1
2fo	241-248, [2] p.	10	   1
2fo	223-240, [2] p.	20	   1
2fo	215-222 p.	8	   1
2fo	195-214 p.	20	   1
2fo	175-195 p.	21	   1
2fo	141-174. [2] p.	174	   1
2fo	129-140 p.	12	   1
2fo	109-128 p.	20	   1
2fo	101-108 p.	8	   1
2fo	81-88 p.	8	   1
2fo	73-80 p.	8	   1
2fo	53-72 p.	20	   1
2fo	47-52 p.	6	   1
2fo	29-46, [2] p.	20	   1
2fo	23-28, [2] p.	8	   1
2fo	17-22 p.	6	   1
2fo	1-16 p.	16	   1
2fo	133-146, [2] p.	16	   1
2fo	121-132, [2] p.	14	   1
2fo	109-120 p.	12	   1
2fo	97-106, [2] p.	12	   1
2fo	87-96, [2] p.	12	   1
2fo	73-86, [2] p.	16	   1
2fo	47-72, [2] p.	28	   1
2fo	39-46 p.	8	   1
2fo	21-38, [2] p.	20	   1
4to	80 p.	80	   1
2fo	209-217, [1] p.	10	   1
2fo	195-208 p.	14	   1
2fo	187-194 p.	8	   1
2fo	181-186, [2] p.	8	   1
2fo	171-180, [2] p.	12	   1
2fo	161-170 p.	10	   1
2fo	131-144 p.	14	   1
2fo	119-130 p.	12	   1
2fo	95-118 p.	24	   1
2fo	83-94 p.	12	   1
2fo	67-80, [2] p.	16	   1
2fo	57-66 p.	10	   1
2fo	29-56 p.	28	   1
2fo	17-28 p.	12	   1
2fo	143-148 p.	6	   1
2fo	133-143 p.	11	   1
2fo	123-132, [2] p.	12	   1
2fo	119-121, [3] p.	6	   1
2fo	111-118, [2] p.	10	   1
2fo	93-110, [2] p.	20	   1
2fo	91-92, [2] p.	4	   1
2fo	77-90, [2] p.	16	   1
2fo	73-76, [2] p.	6	   1
2fo	61-72, [2] p.	14	   1
2fo	[2], 47-60 p.	16	   1
2fo	[2], 39-46, [2] p.	12	   1
2fo	[2], 27-38 p.	14	   1
2fo	[2], 23-26, [2] p.	8	   1
2fo	[2], 5-22 p.	20	   1
2fo	983, [1], 58, 68 p.	984	   1
2fo	[4], 184 p.	188	   1
2fo	179-184, [2] p.	8	   1
2fo	171-178 p.	8	   1
2fo	165-170, [1] p.	7	   1
2fo	147-165, [1] p.	20	   1
2fo	141-146 p.	6	   1
2fo	133-140 p.	8	   1
2fo	123-132 p.	10	   1
2fo	103-120, [2] p.	20	   1
2fo	83-102 p.	20	   1
12mo	67-70 p.	4	   1
12mo	61-66 p.	6	   1
8vo	viii, 512 p.	520	   1
2fo	137-141, [1] p.	6	   1
2fo	136-137 p.	2	   1
2fo	133-136 p.	4	   1
2fo	127-132 p.	6	   1
8vo	24 pl. l., 195, [3], 48, [18] p.	216	   1
2fo	127 p.	127	   1
2fo	126-127 p.	2	   1
2fo	121-126 p.	6	   1
2fo	119-120 p.	2	   1
2fo	117 p.	117	   1
2fo	116-117 p.	2	   1
2fo	112-116 p.	5	   1
2fo	101 [i.e. 110]-112 p.	3	   1
2fo	108-101 p.	108	   1
2fo	100-107 p.	8	   1
2fo	98-141, [1] p.	45	   1
2fo	98 p.	98	   1
2fo	96-97 p.	2	   1
2fo	96 p.	96	   1
2fo	92-95 p.	4	   1
2fo	87, 94 [i.e. 88], 89-92 p.	92	   1
2fo	78-83 p.	6	   1
2fo	73-77 p.	5	   1
2fo	72-73 p.	2	   1
2fo	71-72 p.	2	   1
2fo	83-86 p.	4	   1
2fo	137, 132 p.	137	   1
8vo	25, [1], 127-128. 128, 128-207, [1] p.	209	   1
12mo	322 p.	322	   1
2fo	23-70 p.	48	   1
2fo	13-22 p.	10	   1
2fo	41-91, [1] p.	52	   1
2fo	3-41. [1] p.	41	   1
2fo	10-11 p.	2	   1
2fo	3-91, [1], 13-70, [2], 71-98 p.	101	   1
8vo	[2], 61, [1] p.	64	   1
2fo	6-7 p.	2	   1
2fo	3-6 p.	4	   1
2fo	1-3 p.	3	   1
2fo	70 p.	70	   1
2fo	P. 593	1	   1
2fo	*22-*31, [1] p.	11	   1
2fo	*15-*21 p.	7	   1
2fo	*13-*14 p.	2	   1
2fo	*8-*12 p.	5	   1
2fo	*1-*7 p.	7	   1
2fo	88-89, [1] p.	3	   1
2fo	86-87 p.	2	   1
