volumes	parts	pages.original	count
1	NA	viii,326,[8]p.,plates	1
2	NA	2v.(XCIV,[2],800p.)	1
1	NA	[2],iv,[2],248,[6]p.,plate	1
1	NA	159,[1]p.	1
1	NA	xxvi,[2],x,464,[4]p.	1
1	NA	xx,251,[1]p.	1
1	NA	[2],323,[1]p.	1
1	NA	[2],30,76p.	1
1	NA	xxxi,[1],256p.	1
1	NA	vii,[1],264p.	1
1	NA	xxiii,[1],212,[4]p.	1
1	NA	[4],178,[6]p.,plates	1
1	NA	[2],187,[1]p.	1
1	NA	[14],234,[8]p.	1
1	NA	[4],iv,132p.	1
1	NA	[16],438p.	1
1	NA	[2],vii,[1],xxv,[1],235,[1]p.,XXXI plates	1
1	NA	vi,222p.	1
1	NA	[2],iv,[2],170p.	1
1	NA	[2],xxxix,[1],54,[2]p.,plates	1
1	NA	xv[i.e.xiv],[2],255,[5]p.	1
1	NA	[8],543,[1]p.	1
1	NA	[10],362[ie.370]p.	1
1	NA	vi,[6],223,[1];40p.	1
1	NA	viii,445,[3]p.	1
1	NA	xviii,[2],342,[2]p.	1
1	NA	[2],ii,169,[1];[1],170-411,[1]p.	1
1	NA	[4],425,[31]p.	1
1	NA	[4],372p.	1
1	NA	[8],283,[1]p.	1
1	NA	vi, 160, 159-361, [1] p., plates	1
1	NA	[4],28,[1],6-27,29-53p.	1
1	NA	xiii,[5],525,[1],cxi,[1]p.,plate	1
1	NA	[4],393,[1]p.	1
1	NA	xix,[1],192,191-214p.	1
1	NA	vii,[1],210p.	1
1	NA	[24],162,[18]p.,plates	1
1	NA	x,7-427,[1]p.,plates	1
21	NA	21v.	1
1	NA	xvi,303,[1]p.	1
1	NA	[12],276p.	1
1	NA	[4],152,[24]p.	1
1	NA	[8],40;[4],142p.	1
1	NA	xv,[1],552p.,plates	1
1	NA	[2],198p.,plate	1
1	NA	[8],lviii,97,[1]p.,plate	1
1	NA	[6],831[i.e.381],[1]p.	1
1	NA	Pp.xv,[1]	1
2	NA	2v.([100],403,[4],406-732,[22]p.),plates	1
1	NA	xii,9-107,[1]p.	1
1	NA	[4],138p.,plates	1
1	NA	[8],208,193*-398p.	1
2	NA	2v.(viii,[8],211,[1]p.)	1
1	NA	v,[3],231,[1]p.	1
1	NA	vii,[1],344p.	1
1	NA	[2],xiv,319,[1]p.	1
1	NA	[6],77,[1]p.,plate	1
1	NA	[2],292, 193-533,[3]p.	1
1	NA	[4],xix,[1],196,[2]p.	1
1	NA	[4],vi,[1];6-131,[1]p.	1
1	NA	[2],62p.,plates	1
1	NA	[10],164,[4]p.,plate	1
1	NA	[4],112p.,plates	1
1	NA	[12],250,[2]p.	1
2	NA	2v.([4],lxxvi,455,[1]p.),plate	1
1	NA	[2],27-64p.	1
1	NA	[4],x,27,[1]p.,plates	1
1	NA	[2],v,[3],473,[13]p.,plates	1
1	NA	x,[2],294;[2]p.	1
1	NA	[12],254,[2]p.	1
1	NA	[4],ii,12p.	1
1	NA	[6],ccxx[i.e.ccx],[12]p.	1
1	NA	[5],8-22p.	1
1	NA	[10],112p.	1
1	NA	[12],152,[4]p.,plates	1
1	NA	iv,[1],4-50p.	1
1	NA	[4],269,[3]p.	1
1	NA	381,[5]p.	1
1	NA	[2],159,[3]p.	1
1	NA	xi,[1],173,[11]p.	1
1	NA	[16],128,[2]p.	1
1	NA	37,[1]	1
1	NA	[16],237,[1]p.	1
1	NA	[16],518,599-614,529-656,[12]p.	1
1	NA	35,[5],25,90,*90-91*,91-143,[3]p.,plates	1
1	NA	[16],35,[5],90,*90-91*,91-143,[7]p.,plates	1
1	NA	viij,,[2],230p.	1
1	NA	[2],ij,[8],322p.,table	1
1	NA	15,[1],9-215,[1]p.	1
1	NA	[12],520,[44]p.,plates	1
1	NA	[3],vi-xxiii,[1],244[i.e.344]p.	1
1	NA	290,iv p.,plates	1
1	NA	vii,[1],153,[1]p.,40 plates	1
1	NA	iv,248p.,plates	1
1	NA	[2],xli,[3],534p.	1
1	NA	[2],xiv,24p.	1
1	NA	lvi,124p.	1
1	NA	[16],209,[1];19,[1];[88]p.	1
1	NA	[4],39,[1];15,[1]p.	1
1	NA	[2],276[i.e.332]p.	1
1	NA	[6],313,[1];77,[5]p.,plates	1
1	NA	viii,[2],391,[1]p.,plate	1
1	NA	20,232p.,plate	1
1	NA	[4],iv,216p.,plate	1
1	NA	viii,220p.,plate	1
1	NA	xvi,xvi,190,[2]p.,plate	1
1	NA	[2],xvii,[1],14*,170,6p.,plate	1
1	NA	xii,311,[1]p.	1
1	NA	iv,51,[1]p.	1
1	NA	[2],vi,206p.	1
1	NA	xxvi,[2],461,[1]p.	1
1	NA	Pp.viii,[7],70-132	1
1	NA	xxiii,[1]p.	1
1	NA	xii,290p.	1
1	NA	[6],144;80p.	1
1	NA	[2],vi,[4],457,[1]p.	1
1	NA	166p.	1
1	NA	xi,[1],228p.	1
1	NA	xx,314p.	1
1	NA	xv,[1],72p.	1
1	NA	4p.,plates	1
1	NA	[2],xl,446p.	1
1	NA	xxiv,[12],412p.	1
4	NA	4v.,plates,table	1
1	NA	[4],238p.	1
1	NA	[16],112,121-572p.,plates	1
1	NA	[4],423,[1]p.	1
1	NA	[2],viii;viii,135,[1];128;56;[4],56;27,[1];[4],50;8p.,plates	1
1	NA	[8],288p.	1
2	NA	2v.([8],x,[4],1153,[31]p.),plates	1
1	NA	[22], 1152 p.	1
1	NA	[28], 1259, [1] p., plates	1
1	NA	[14], 745, [1] p.	1
1	NA	[28], 1505, [1] p., plate	1
1	NA	[24], 1122 p.	1
1	NA	[16], 404 p.	1
1	NA	[16], 772 p.	1
1	NA	[4], 170, [16], [2], 173-188 p.	1
1	NA	[6], 749-920 p.	1
1	NA	112, [123]-142, [12] p.	1
1	NA	[4], 144 p.	1
1	NA	[8], 288, [2] p.	1
1	NA	[8], 139, [3], 142-147, 149-191, [1] p.	1
1	NA	[6], 250, 249-286, [2] p.	1
1	NA	[2], 18, [425]-610 p.	1
1	NA	[4], 456 p.	1
1	NA	[10], 431, [1] p.	1
1	NA	[8], 304 p.	1
1	NA	[4], 80, [8], 81-131, [1] p.	1
1	NA	[4], 1183-1245, [1] p.	1
1	NA	[4], 129, [3], 43-48, 141-187, [1] p.	1
1	NA	[4], 12, 17-23, 26-67, [1] p.	1
1	NA	[4], 38, [2], 39-72, [2], 73-86, [2], 87-96, [2], 97-146, [2] p.	1
1	NA	[4], 7-73, [1] p.	1
1	NA	[6], 4, [2], 5-22, [2], 23-26, [2], 27-38, [2], 39-46, [2], 47-60, [2], 61-72, [2], 73-76, [2], 77-90, [2], 91-92, [2], 93-110, [2], 111-118, [2], 119-121, [3], 123-132, [2], 133-148 p.	1
1	NA	[4],vi,307,[1]p.	1
1	NA	[4], 112, [18], 115-284, [18], 287-296 p.	1
1	NA	[4], 30, [4], 29-96 p.	1
1	NA	[20], 803, [1] p.	1
1	NA	[16], 567, [1] p.	1
1	NA	[16], 652 p.	1
1	NA	[4], 631-747, [1] p.	1
1	NA	[20], 808 p.	1
1	NA	[16],176;143,[1]p.,plate	1
1	NA	192,[42]p.	1
1	NA	xi,[2],6-241,[3]p.,plate	1
1	NA	viii,510p.	1
1	NA	[2],48,[2]p.	1
1	NA	vi,427,[1]p.	1
1	NA	[12],525,[11]p.	1
1	NA	4,14,[314]p.,plates	1
1	NA	[8],99,[1];[8],68p.	1
1	NA	[14],342p.	1
1	NA	xii,305,[7]p.	1
1	NA	xvi,240p.	1
1	NA	[8],xi,[1],144,143-149,[1]p.	1
1	NA	[8],239,[1]p.	1
1	NA	51,[1];5-16p.	1
1	NA	[2],XXVII,[1],223,[23]p.	1
1	NA	[24],96,[8]p.	1
1	NA	[4],443,[1]p.	1
1	NA	[116]p.	1
1	NA	[4],xlv,[3],243,[1];iv,60p.,plates	1
1	NA	[2],116p.	1
1	NA	[28],176;59,[1]p.	1
1	NA	[2],913[i.e.903],[1]p.,plates	1
1	NA	[4],7-8,[28],37-88p.,plate	1
1	NA	xii,655,[1],24p.	1
1	NA	xviii,[2],160p.	1
1	NA	[2],xii,226,[2]p.,plate	1
1	NA	335,[1]p.	1
1	NA	216,[8]p.	1
1	NA	xiv,[2],237,[1]p.	1
1	NA	xvi,33,[1]p.	1
1	NA	[12],502,[2];5-20,[28]p.,plate	1
1	NA	xii,558;19,[31]p.,plate	1
1	NA	[7],iv-xxiv,502p.,plate	1
1	NA	88,[2]p.	1
1	NA	[2],iv,762,5,[1]p.,plates	1
1	NA	[16],272p.,plate	1
1	NA	xxxii,232,225-418,[18]p.	1
1	NA	[6],v-viii,[1],6-108p.	1
1	NA	xx,408,[22],8p.	1
1	NA	[4],86p.	1
1	NA	[4],376p.,plate	1
1	NA	[4],344p.,plate	1
1	NA	cxxivp.,plates	1
1	NA	[16],110p.	1
1	NA	[2],130p.	1
1	NA	383,346-334[i.e.479],[1]p.,plates	1
1	NA	iv,iii-xxvi,[2],389,[1]p.	1
1	NA	[8],622,[4],xxviiip.,plate	1
1	NA	xx,298p.	1
1	NA	[4],38,[2],70p.	1
1	NA	xxv,[1],408,[26]p.	1
1	NA	370,[30]p.	1
1	NA	xiii,[1],125,[1]p.	1
1	NA	[8],458,[2]p.	1
1	NA	[8],290p.	1
1	NA	[10],xxviii,[10],143,[1]p.	1
1	NA	9,[1],94p.	1
1	NA	[6],698,[12]p.,plates	1
1	NA	iv,[2],140p.,plates	1
1	NA	[44], 468 p.	1
1	NA	[2],118p.	1
1	NA	[10],ii,[14],302,[28]p.	1
1	NA	[6],78p.	1
1	NA	[40],72,65-72,81-411,[1],39,[31]p.	1
1	NA	xvi,333,[3]p.,plate	1
1	NA	[8],viii,xxxi,[1],656p.,plate	1
1	NA	[4],255,[1]p.	1
1	NA	vii,[1],390,2p.	1
1	NA	viii,208,217-258;[2],63,[1]p.	1
1	NA	[8],284;96,[8]p.,plate	1
1	NA	[8],112,97-186,183-264;96,[8]p.,plate, map, 8⁰.	1
1	NA	[2],vi,388;104,[12]p.,plate	1
1	NA	[8],240,225-264,289-381[i.e.383],[1];151,[17]p.,plates	1
1	NA	[2],xix,[1],388,[2]p.	1
1	NA	[4],193,[1],82p.,plate	1
1	NA	lxxix,[1],336;26p.	1
1	NA	[2],xiv,309,[25]p.	1
1	NA	xiv,309,[25]p.	1
1	NA	[6],vi,[4],365,[3]p.	1
1	NA	[4], xxxi, [1], 236 p., plate	1
1	NA	[14],352;156[i.e.172],[12]p.,plates	1
1	NA	[8],224,223-254;33,[7]p.,plate	1
1	NA	[8],254;33,[7]p.	1
1	NA	[8],432;147,[21]p.	1
1	NA	[4],288;72[i.e.70],[10]p.,plates	1
1	NA	[4],288;70,[10]p.,plates	1
1	NA	[10],232;44,[4]p.,plate	1
1	NA	[8],447,458-498;201,[15]p.,plates	1
1	NA	[8],400;72,65-208,[8]p.	1
1	NA	[14],356,361-408;76,79-216,[14]p.,plates	1
1	NA	[6],871,[3]p.,plates	1
1	NA	iv,231,[1]p.	1
1	NA	[2],126,[2],127-172p.	1
1	NA	[2],xiv,269[ie.272]p.	1
1	NA	[12],366,[2]p.,plate	1
1	NA	viii,424,[8]p.,plates	1
1	NA	xxvi,416,[8]p.,plates	1
1	NA	[4],viii,542,[2]p.,plates	1
1	NA	[10],vi,xxiv,[10],563[i.e.559],[3],12p.;[2],xv,[1]plates	1
2	NA	2v.([6],1142,[10]p.),plate	1
1	NA	[8],vi,xxiv,[10],563[i.e.559],[3],12p.,plates	1
1	NA	[8],vi,xxiv,[10],108,113-563,[3],12p.,plates	1
1	NA	[8],vi,xxiv,[6],563[i.e.559],[3],12;[2],xv,[1]p.,plates	1
1	NA	[2],xv,[1]p.	1
1	NA	[472]p.	1
1	NA	viii, 326, [4]	1
1	NA	[2],iv,vii,[1],78,[2]p.	1
1	NA	[10],47,[17]p.	1
1	NA	[4],124p.,table	1
1	NA	27,[1]p.,plate	1
1	NA	xv,[5],218p.,plate	1
1	NA	ix,[1],21,[1]p.	1
1	NA	xv,[1],142,[4]p.	1
1	NA	98,xiii,[2],100-354,[2],xliv,xxvi,xxxii,lxxi,[1],ivp.,plates	1
18	NA	18v.	1
1	NA	[4],xxxi,[1],236,[4]p.,plate	1
1	NA	[2],iii,[3],256p.	1
1	NA	[2],iii,[3],281,[1]p.	1
1	NA	10,[6]p.	1
1	NA	xxxi,[1],508p.	1
1	NA	[50]p.	1
1	NA	vi,[2],89,[6],92-144p.,plates	1
1	NA	557,[3]p.,plates	1
1	NA	558p.,plate	1
1	NA	viii,487,[1]p.	1
16	NA	16v.,plates	1
1	NA	[4],233,[1]p.	1
1	NA	[3], vi-xxiv, 228 p.	1
1	NA	[6],xx,180,173-234,[3],236-296p.	1
1	NA	[2],5-74,[2];[2],176p.	1
1	NA	[6],ii,168,[4],viii,114,[2]p.,13plates	1
1	NA	[10],176;[20],344p.	1
1	NA	vii,[1],191,[1],52p.	1
1	NA	xix,[1],531,[1]p.	1
1	NA	vi,[1],4-32p.	1
1	NA	xliii,[1],528,[4]p.	1
1	NA	[16],646,[18]p.,plate	1
1	NA	x,xxix,[1],152p.	1
1	NA	[4],iv,xix,[9],159,[1],122,14p.,plates	1
1	NA	[4],280,[8]p.	1
1	NA	xii,[4],350,[6]p.,IIIplates	1
1	NA	xiii,[1],368p.	1
1	NA	[2],xxx,184p.,plate	1
1	NA	16,[4]p.	1
1	NA	[16],xxxii,78,[2];viii,60p.	1
1	NA	[2],ix,[1],337,[1]p.	1
1	NA	[44],575,[1]p.	1
1	NA	[20],308p.	1
1	NA	[4],vii,[1],92p.	1
1	NA	[4],ii,2,176,[2];[4],viii,112,[4]p.,13 plates	1
1	NA	vii,[1],390;178,viiip.	1
1	NA	[4],342,[14]p.	1
1	NA	vi,26p.	1
1	NA	[12],154p.	1
1	NA	[4],XII;[2],76,[4],XII,210;VI,[2],74;[2],42,4,[2]p.	1
1	NA	[4],XII;[2],III,[1],58;[2],XII,210;VI,[2],78;[2],42,[2]p.,plate	1
1	NA	[2],III,[1],58p.	1
1	NA	[2],76,[4],XII,210p.	1
1	NA	x,429,[1]p.	1
1	NA	[8], 196 p., [1] leaf of plates	1
1	NA	48,59-66p.	1
1	NA	viii,269,[11]p.	1
1	NA	viii,45,[71]p.	1
1	NA	[2],12,[2],280,[8]p.	1
1	NA	xiii,[1],463,[1]p.	1
2	NA	v.2-3	1
1	NA	[12],450p.,plate	1
1	NA	142,[2]p.	1
1	NA	viii,205,[3]p.	1
1	NA	[7],10-83,[1]p.	1
1	NA	[8],485,[7]p.	1
1	NA	pp.[232]	1
1	NA	[6],65,[7],20,[2]p.	1
1	NA	viii,83,[3]p.	1
1	NA	[4],225,[1]p.	1
2	NA	2v.(x,225,[1]p.)	1
1	NA	xii,287,[1]p.	1
1	NA	vii,[1],183,[3]p;2plates	1
2	NA	2v.(xiii,[1],310p.),plate	1
1	NA	[4],269,[1]p.,plates	1
1	NA	iv,236p.,plate	1
1	NA	iv,xi,[1],40,[6],81,[i.e.85],[1]p.	1
1	NA	vi,iii-x,[2],346,[2] p.	1
1	NA	[3],vi-xxiv,424p.	1
1	NA	[4],96,89-96,95-114p.	1
1	NA	[4];16;[16],112,115-118,[8],113-192;[18],92,[4];[70],24;80p.	1
1	NA	xxiv,348p.	1
2	NA	2v.(xi,[1],642,[2]p.)	1
1	NA	xi,[1],248,[4]p.,plates	1
1	NA	[2],viii,[4],285,[3]p.	1
1	NA	183,[9]p.	1
1	NA	[2],vi,136p.,plates	1
1	NA	[4],lii,xvi,176,[4],177-450,[2],451-497,[1]p.,plates	1
1	NA	xx,54p.	1
1	NA	7,[1],240p.	1
1	NA	vii,[1],135p.	1
1	NA	xxvii,[1],270,[2]p.	1
1	NA	xliv,452p,plates	1
1	NA	[4],227,[3]p.	1
1	NA	xliv,180p.	1
1	NA	[4],974,[2]p.,plates	1
1	NA	iv,126,[2]p.	1
1	NA	[4],xxxi,[1],542,[2]p.,plates	1
1	NA	[44],lxxii,196p.	1
1	NA	[2],75[i.e. 57],[1]p.	1
1	NA	[2],v-xvii,[1],248p.,plate	1
1	NA	[4],204p.	1
1	NA	viii,152,liv,[2]p.,plates	1
1	NA	xxiv,[8],559,[1]p.,plates	1
1	NA	xxiii,[1],595,[15]p.	1
1	NA	[8],505,[1]p.	1
1	NA	[24],334[i.e.336]p.	1
1	NA	[8],88p.	1
6	NA	6v.([2],vii,[1],55,[1],424,[2],425-920,[2],921-1400,[2],1401-1840,[2],1841-2248,[2],2249-2685,[3]p.)	1
1	NA	[2],181,[1]p.	1
1	NA	[10],236[i.e.326],[4]p.,plate	1
1	NA	380p.	1
1	NA	vii,[5],500,[16]p.,plates	1
1	NA	[8],265,139p.	1
1	NA	viii,492p.	1
1	NA	viii,236,[4]p.	1
1	NA	xii,168p.,plate	1
1	NA	[16],306,[14]p.,plate	1
1	NA	[4],xxxvi,320p.	1
1	NA	[8],71,[1]p.,plate	1
1	NA	vi,76p.	1
1	NA	[16], 206, [18] p.	1
1	NA	[6],xxi,[1],250p.,plate	1
1	NA	[4],136,[4]p.	1
1	NA	68p.,plate	1
1	NA	viii,276p.	1
1	NA	v,[27],265,[1]p.	1
1	NA	[2],122,[2]p.	1
1	NA	12pts.,plates	1
1	NA	[6],VII,[1],310[i.e.344],[34]p.	1
1	NA	vii,[9],565,[19]p.	1
1	NA	viii,538;182p.	1
1	NA	[4],49,[1];19,[1];39,[1];183,[1];176p.	1
2	NA	2 v.,plates	1
1	NA	[8],240,233-502p.,plates	1
1	NA	[8],312p.	1
1	NA	[28],64,63-389,[13]p.	1
1	NA	[14], 166, [2] p.	1
1	NA	[14],166,[2]p.	1
1	NA	[6],XIV,[4],166,[10];[6],112,[8];[4],191,[13]p.	1
1	NA	[10],x,140p.	1
1	NA	[8],680p.,plates	1
1	NA	[4],78,[2]p.	1
1	NA	xi,[1],263,[1]p.	1
1	NA	[2],iv,107[i.e.170];55,[9]p.	1
1	NA	xxviii,547,[1]p.	1
1	NA	[16],215,[1]p.	1
1	NA	x,377,[1]p.	1
1	NA	[2],26,[8]p.	1
1	NA	[3],6-124p.	1
1	NA	[4],114,[4]p.	1
4	NA	4v.,IX plates	1
1	NA	[2],41,[1];110p.	1
1	NA	[16],336,[18]p.,plates	1
1	NA	[12],150,[6]p.	1
1	NA	xxvii,[1],187,[1]p.	1
1	NA	[22],466p.	1
1	NA	xiv,[2],232,[8]p.	1
1	NA	[8],75,[5]p.	1
1	NA	[4],xii,212p.,plate	1
1	NA	322,[2]p.	1
1	NA	vi,137,[1]p.	1
1	NA	[2],232,[14]p.	1
1	NA	xii,317,[3]p.	1
1	NA	iv,[1],4-306p.	1
1	NA	xi,[1],231,[1]p.	1
1	NA	[2],374,[2]p.	1
1	NA	[10],414p.	1
1	NA	[4],239,[1]p.,7plates	1
1	NA	[2],viii,90p.	1
1	NA	[2],102p.	1
1	NA	[8],viii,509,[19]p.	1
1	NA	[12],151,[1];113,[1];92p.	1
1	NA	[11],82,[1]p.	1
1	NA	xxxvi,403,[3]p.,plates	1
1	NA	[16],197,[23]p.	1
1	NA	x,[2],183,[1]p.,plates	1
1	NA	[2],lxii,[i.e.lii],284p.	1
1	NA	vi,[2],87,[1]p.	1
1	NA	viii,168p.	1
1	NA	[4], 109, [1] p.	1
1	NA	[4],183,[3]p.	1
50	NA	50v.,plates	1
1	NA	80p.,plates	1
1	NA	vi,74p.	1
1	NA	[20],216,[2]p.	1
1	NA	[2],cxxvii,xiv,[1]p.	1
1	NA	[8],176;120,[16]p.	1
1	NA	[8],80p.	1
1	NA	viii,224p.	1
2	NA	2v.([8],669,[15]p.),plate	1
1	NA	[4],181,[1]p.,plate	1
1	NA	[8],xciv,[2],596p.	1
1	NA	[6],78p.,plate	1
1	NA	[8],656,[20]p.,plates	1
1	NA	xxiv,3-239,[1]p.	1
1	NA	359,[1]p.	1
1	NA	[16],285,[3]p.	1
1	NA	[2],iv,32p.	1
1	NA	xii,360,[12]p.	1
1	NA	[2],63,[1]p.,plate	1
1	NA	viii,309,[1]p.	1
1	NA	[4],33,[3]p.	1
1	NA	147,[9]p.	1
1	NA	[4],li,[1],88p.	1
1	NA	viii,548p.	1
1	NA	vi,[2],74p.,plate	1
1	NA	[2],ii,[2],18p.	1
1	NA	63,[1]p.,plate	1
1	NA	[4],xi,[1],309,[1],xxij,[4];[2],94p.	1
1	NA	xviii,25-174,185-218,211-336p.	1
1	NA	[16],252,249-499,400-452,353-368,[12]p.,plate,table	1
1	NA	[14],288,299-394,363-378,405-596,[20]p.,plates	1
1	NA	[6],xxxvi,[6],10,vi,148,[6]p.	1
1	NA	xvii,[3],124p.	1
1	NA	[2],xvi,197,[1]p.	1
1	NA	[12],195,[15]p.,plate	1
1	NA	[8],lv,[1],262p.	1
1	NA	[8],237,[19]p.	1
1	NA	[4],vii,[11],lxvii,[1],433,[1]p.	1
1	NA	xv,[1],370p.	1
1	NA	36p.,fold.plate	1
1	NA	[8],187,[1]p.,plates	1
1	NA	x,[2],251,[5]p.	1
1	NA	74,[40]p.,table	1
1	NA	[2],69,[1]p.,plates	1
1	NA	[6],97,[1]p.	1
1	NA	[2],iii,[1],vii,[1],v-vi,77,[1];[2],158,iip.	1
1	NA	[4],191,[1]p.,plate	1
1	NA	307,[1]p.	1
1	NA	[4],vi,[6],10,vi,144p.	1
1	NA	xxiv,176p.	1
1	NA	[12],346p.	1
1	NA	[8],212,[4]p.	1
1	NA	[6],217,[1]p.	1
1	NA	xii,199,[1]p.,plates	1
1	NA	[3],vi-vii,[3],110p.	1
1	NA	xii,119,[1]p.	1
1	NA	[34],451,[5]p.	1
1	NA	[8],220p.	1
1	NA	63,[1]p.,plates	1
1	NA	[6],140p.,plate	1
1	NA	[6],140p., [1] leaf of plate	1
1	NA	[4],iii,[1],223,[1]p.	1
1	NA	67, [5] p.	1
1	NA	lvi,357,[27]p.,plates	1
1	NA	viii,308p.	1
1	NA	[16],192,177-416p.	1
1	NA	[2],62;3-11,[1]p.,plates	1
1	NA	[8],xxii,[2],437,[11]p.,plate	1
1	NA	[24],621,[11]p.	1
1	NA	[2],88p.	1
1	NA	[14],288,299-394,363-378,405-647,21p.,plates,table	1
1	NA	[14],647,[21]p.,plates,table	1
1	NA	viii,579,[17]p.	1
1	NA	[2],viii,579,[17]p.	1
1	NA	[2],60p.,plate	1
1	NA	xvi,4,568p.	1
1	NA	[4],viii,408p.	1
1	NA	[8],vii,[1],264p.	1
1	NA	[4],iv,ii,[2],16,13*-16*,21-28,25*-28*,29-128,125*-128*,133-396,20 p.,plates	1
1	NA	[2],v,[1],xv,[1],297,[1]p.,plates	1
1	NA	[4],281,[3]p.	1
1	NA	150,[6]p.	1
1	NA	[2],xiv,255,[1];59,[5]p.	1
1	NA	10,12-13p.,tables	1
1	NA	[6],150p.	1
1	NA	[4],150p.	1
1	NA	340p.	1
1	NA	[4],xvi,826,[2]p.,plate	1
1	NA	xxxii,287,[1]p.,plate	1
1	NA	[12],360,[18]p.,plates	1
1	NA	[12],250,233-360,[18]p.,plates	1
1	NA	[8],LXXXVI,[6],432,[2]p.	1
1	NA	xvi,459,[1]p.	1
1	NA	[2],xxviii,[12],203,[1]p.	1
4	NA	4v., plates	1
1	NA	[16],352p.	1
1	NA	[4],505,[3]p.	1
1	NA	xvi,391,[1]p.,plate	1
1	NA	[12],256p.	1
1	NA	80 p., [2] folded leaves of plates	1
1	NA	[4],183,[1],*153-*158p.,table	1
1	NA	[8],200p.	1
1	NA	[8],92p.	1
1	NA	[8],xvi,192,177-312p.	1
1	NA	[2],iv,[8],417,[1]p.	1
1	NA	[8],507,[15]p.	1
1	NA	16;16p.	1
1	NA	[8],515,[13]p.	1
22	NA	vols. 15-36	1
1	NA	[14],291,[5]p.,plates	1
1	NA	[2],iv,ii,136p.,plates	1
1	NA	[10],xvi,104;81,[1];76;104;330;liii,[1]p.,plates	1
1	NA	[26],378,421-684,107,[1]p.,plates	1
1	NA	[3],vi-xi,[1],48p.	1
1	NA	22pts.,plate	1
1	NA	24,168p.	1
1	NA	85,[1];47,[1]p.,plate,table	1
1	NA	[16],576p.,plate	1
1	NA	[6],xxv,[5],126,[3],126-446,55,[1]p.,plates	1
1	NA	[4], 67 [i.e.76] p., [2] leaves of folded plates	1
1	NA	[6],71,[1];251,[1];[22],52[i.e.46],[2];[32]p.	1
1	NA	[4],383,[33]p.	1
1	NA	[4],xxii,312p.	1
1	NA	[4],xxvii,[3],373,[1]p.	1
1	NA	lviii,[2],279,[1]p.	1
1	NA	[16],429,[47]p.,plates	1
1	NA	[12],699,[17]p.	1
1	NA	404;143,[1]p.	1
1	NA	xvi,3-26,23-104,97-173,[3]p.	1
1	NA	[4],xiv,xxii,332,xii;426,x p.,plates	1
1	NA	[18],177[i.e.185],[1];[136]p.	1
1	NA	[32],351,[1]p.	1
1	NA	[2],vi,495,[1]p.	1
1	NA	[6],525,[1]p.	1
1	NA	[2],xii,276[i.e.274]p.	1
1	NA	722,[6]p.,plates	1
1	NA	iv,24p.,9 plates	1
1	NA	v,[1],25,[1]p.	1
1	NA	vi,25,[1]p.	1
1	NA	95,[1]p.,table	1
1	NA	[2],5-46p.,4 plates	1
1	NA	iv,189,[3]p.,18 plates	1
1	NA	xi,[1],352,[8]p,plates	1
1	NA	viii,120p.	1
1	NA	52,[12]p.	1
1	NA	288p.,plates	1
1	NA	[4],88,[4]p.	1
1	NA	[2],xxi,[4],18-525,[1]p.,plates	1
1	NA	47,[1];xxiv;xlvii,[1];xxviiip.	1
1	NA	[2],xxix[i.e.xxxix],[1],64,49-326,[16]p.,plate	1
1	NA	xii,535,[5]p.	1
1	NA	[4],88,iv,[2]p.	1
1	NA	*11,[1],viii,[4],lxiv,[10],199,[1]p.,plate	1
1	NA	[48],479,[1]p.	1
1	NA	[2],269,[1]p.	1
1	NA	[14],214,[2]p.,plate	1
1	NA	[iv],256p.,plate	1
1	NA	11,[5],VII,[1],112,105-156,159-162,161-164,167-212,*213-*226,213-310,[32]p.,plate	1
1	NA	vi,25,[1]p.,plates	1
1	NA	[2],viii,13-200,[2]p.,plates	1
1	NA	xv[i.e.xvi],272p.	1
1	NA	iv,378,[2]p.	1
1	NA	[2],xxvi,96,81bis-96bis,97-126,119bis-126bis,127-151,154-440p.	1
1	NA	[2],xxvi,[2],96,81bis-96bis,97-126,119bis-126bis,127-151,154-440p.	1
1	NA	[4],xxvii,[1],200p.,plate	1
1	NA	[2],iv,132,[2]p.	1
1	NA	[4],231,240-428p.,plate	1
1	NA	[2],ii,20,254p.	1
1	NA	vii,[1],571,[1]p.	1
1	NA	xx,559,[9]p.,plate	1
1	NA	[2],xxv,[1],439,[1]p.	1
1	NA	[9],20-286,[2]p.	1
1	NA	[8], 359, [21] p., plate	1
1	NA	[4],349,[27]p.	1
1	NA	[8],268p.	1
1	NA	[4],272,[10]p.	1
1	NA	[2],vi,82p.	1
1	NA	114p.,plate,3tables	1
1	NA	[8],ix,[1],258p.	1
1	NA	[2],245,[1],vii,[3]p.,plate	1
1	NA	[4],xv,[1],283,[1]p.	1
1	NA	[2],vii,[1],184,[6]p.,plate	1
1	NA	[4],vi,221,[1];157,[3],16p.	1
1	NA	[4],91[i.e.90]p.	1
1	NA	[6],415,[1]p.,plates	1
1	NA	viii,[4],447,[1]p.	1
1	NA	101,[3]p.	1
1	NA	[2]p.,LXIV plates	1
1	NA	[4],281,[1]p.	1
1	NA	[14],111,[25]p.,plate	1
1	NA	[24],153,[15]p.,plates	1
1	NA	[4],iv,392p.,plate	1
1	NA	viii,240p.	1
1	NA	[2],cxxvi,152p.	1
1	NA	[2],iv,148,[6]p.,plates	1
1	NA	312p.	1
1	NA	[2],ii,[1],6-64p.,plate	1
1	NA	[4],28p.,plate	1
1	NA	[2],2,vi,85,[1]p.	1
