pages.total	pages.original	count
16	p. [1],90-104	1
8	p. [1],82-87,[1]	1
8	p. 73-80	1
9	p. 48-56	1
8	p. [1],42-48	1
8	p. [1],26-32	1
8	p. [1],10-16p.	1
322	189,200-318,[4]p.	1
79	xvi,60,35,[3]p.	1
26	15,[1]p., [5]folded leaves of plates	1
162	vii, [1], 136 p., [9] leaves of plates	1
100	100 p.	1
144	v, [2], 8-141, [3] p.	1
160	[4],viii,[1],10-143,[1]p., 6leaves of plates	1
342	iv,338p.	1
292	viii, 284 p.	1
48	[4],40,[4]p.	1
72	[2], vi, [1], 8-69, [1] p.	1
293	xxxii,[1],34-260,4,4p.	1
156	vii,[2],10-155,[1]p.	1
156	154,44,16,[2]p.	1
144	[6],iv,5-134p., [1]leaf of plates	1
40	vi,[1],8-39,[1]p.	1
128	125,[3]p.	1
76	iv,[1],10-80p.	1
38	iv,5-33,2-11,[1]p.	1
14	[3],6-16p.	1
20	[5],14,[1]p.	1
22	iv,18p.	1
212	211,[1]p.	1
636	[4],14,631,[1]p.	1
508	p. 507,[1]	1
146	145,[1]p.	1
48	xi,37p.	1
112	107,[1],108-110,[1]p.	1
230	26,230p.	1
24	x,11-23,[1]p.	1
152	vi,[1],8-152p.	1
8	p. [1],114-119,[1]	1
36	21,[1]p., [7]leaves	1
40	40,8p.	1
140	v, [2], 8-140 p.	1
62	iv,[1],6-62p.	1
2	p. 665-[666]	1
2	p. 499-500	1
12	p. 425-436	1
302	[4], 298 p.	1
2	p. 305-[306]	1
2	p. 297-298	1
6	p. 363-367,[1]	1
168	[2],8,166p.	1
180	xi,[1],168p.	1
142	[2],xi,[1],128p.	1
52	iv,5-52p.	1
206	206p.	1
640	[4],14,631,[1]p., [1]leaf of plates	1
301	[4], xi, [2], 14-281, [3], 240 p.	1
190	[12],168p., [5]leaves of plates	1
32	32+ p.	1
52	[4],iv,[1],6-48p.	1
102	98,[4]p.	1
102	101,[1]p.	1
218	[4],vi,205,[3],16p.	1
396	[3], 6-394 p., [1] leaf of plates	1
262	[4],6,[2],256p.	1
80	80+ p.	1
42	iv,37,[1]p.	1
30	26p., 2folded leaves of plates	1
8	8[i.e., 7],[1]p.	1
100	vii,[1],88p., [1]leaf of plates	1
82	[3],6-83,[1]p.	1
216	213,[3]p.	1
36	[4],28,[2],29,[1]p.	1
15	p. [1],43-56	1
20	p. [2],59-76	1
128	126, [2] p.	1
220	216p., [1]leaf of plates	1
188	iv,183,[1]p.	1
50	[2],46,[2]p.	1
12	p. [2],93-102	1
18	p. [2],105-120	1
30	iv,5-30p.	1
60	iv,[5]-58,[2]p.	1
62	vi,[1],8-62p.	1
28	[4],ii,21,[1]p.	1
60	56p., [1]leaf of plates	1
87	78,78-87p.	1
50	x,40p.	1
250	250p.	1
18	iv,5-17,[1]p.	1
54	50p., [1]leaf of plates	1
172	168p., [1]folded leaf of plates	1
174	22,[2],168,24p., [1]folded leaf of plates	1
46	40[i.e., 41],[1],iv p.	1
4	p. 121-123,[1]	1
74	viii,66p.	1
444	[4],440p.	1
84	38,81,[i.e., 83],[1]p.	1
85	35,[1],81[i.e., 83],[1]p.	1
24	[6],18p.	1
24	iv,[5]-24p.	1
18	v,[1],7-18p.	1
19	19p.	1
44	x, [1], 12-43, [1] p.	1
92	49,[2],62-89,[1]p.	1
42	[2],36p., [2]leaves of plates	1
8	p. 25-31,[1]	1
8	p. 49-56	1
52	[2], 46 p., [1] folded leaf of plates	1
32	16, 32 p.	1
24	iv,[1],6-23,[1]p.	1
360	v, [2], 8-360 p.	1
90	[1], 3, [1], 6-88 p.	1
102	[4], 12, 15-93, [1] p., [1] folded leaf	1
262	260,[2]p.	1
96	[4],iii,[1],83,[1]p., [1]folded leaf	1
300	[2], ix, [2], 12-298 p.	1
30	[4],28[i.e., 25],[1]p.	1
38	[2],22,35,[1]p.	1
70	iv,[3],6-67,[1]p.	1
52	viii, [1], 10-52 p.	1
82	x,[1],12-81,[1]p.	1
52	62[i.e., 52]p.	1
130	[2],127,[1]p.	1
48	iv,5-48p.	1
265	xvi, [6], 9, [1], 241, [1] p.	1
16	[1],ii,13p.	1
139	124,11,[5],13-15,17-24,[1],25-39,[3]p., 3 folded leaves of plates	1
202	xliii,[1],158p.	1
4	p. [547]-550	1
8	p. [3],422-424,[2]	1
4	p. [2],277-278	1
80	67,[13]p.	1
4	p. [459]-462	1
4	p. [487]-490	1
4	p. [279]-282	1
12	p. [3],166-174	1
4	p. [2],45-46	1
8	p. [3],98-101,[1]	1
4	p. [147]-150	1
8	p. [3],154-156,[2]	1
4	p. [79]-82	1
23	21,4[i.e., 5],[2]p.	1
28	28+ p.	1
8	8p. 21cm. (8vo)	1
120	112,[8]p.	1
68	[2], 61, [1], 22 p., [1] leaf of plates	1
61	[1],3,60p.	1
76	73,[3],24p.	1
48	28,48p.	1
71	iv,49,[1],4,[2],64p.	1
104	124[i.e., 104]p.	1
112	[8],104p.	1
86	85,[1]p.	1
216	[2],201,[13]p.	1
72	[16],55,[1]p.	1
156	140,[4]p., [6]leaves of plates	1
62	xx,41,[1]p.	1
482	x,[1],12-478p., [2]leaves of plates	1
353	viii,331[i.e., 341],[1],v,[1],34,[2]p.	1
60	xv, [1], 17-59, [1] p.	1
76	[2],ii,72p.	1
614	[2],553,[2],578-589,[1]p., [10]leaves of plates	1
54	x, 44 p.	1
32	31, [1], 8 p.	1
36	vi,29,[1]p.	1
24	vi,[1],8-24p.	1
76	iv,[1],6-70,[2]p., [1]folded leaf	1
92	89,[3]p.	1
120	32,78,118,[2]p.	1
20	14,[6]p.	1
46	[2],41,[3]p.	1
180	vii,[2],10-180p.	1
100	vii, [1], 92 p.	1
94	vii,[2],10-94p.	1
72	vi, [3], 10-72 p.	1
134	[2],ii,130p.	1
32	32,8p.	1
28	vi,[1],8-28p.	1
96	[2], ii, [1], 4-94 p.	1
68	9,[59]p.	1
76	[4],69,[3]p.	1
16	p. [3],382-394	1
7	p. [3],67-68,[2]	1
60	xi,[2],10-56p.	1
36	31, v p.	1
65	[2],xii,51,7p.	1
132	vi, [1], 8-132 p.	1
160	[2],iii,[1],154p.	1
72	iv,[1],6-72p.	1
80	iv,[1],6-79,[1]p.	1
112	[6],104,[2]p.	1
12	p. [2],53-62	1
58	[4],i,[1],51,[1]p.	1
32	xiv,[1],16-31,[1]p.	1
80	xxix,30-80p.	1
116	[2],111,[3]p.	1
18	17,[1],16p.	1
72	61[i.e., 71],[1]p.	1
61	[8],iv,47,[1],15,[1]p.	1
32	xii,20p.	1
28	[2],ii,24p.	1
NA	1v. (various pagings)	1
16	[2],ii,12p.	1
16	vi,[1],8-16p.	1
220	[12], 198, [2] p., [4] leaves of plates	1
48	42,[2]p., [1]folded leaf of plates	1
32	iv,[1],6-31,[1]p.	1
210	xvi,190,[2],46,[2]p.	1
32	[2],ii,28p.	1
300	[4], vi, [22], 264 p., [1] leaf of plates	1
184	xix, [2], 22-184 p.	1
388	388 p.	1
40	[4],ii,34,10p.	1
396	xli, [1], 334, [16] p., [1]leaf of plates	1
42	[6], 9-44 p.	1
92	[2],ii,80,[8]p.	1
474	viii, 454, [12] p.	1
228	x,[1],12-227,[1]p.	1
70	[3], 82-147, [1] p.	1
374	[6], 364, [4] p.	1
204	xvii,[1],184,4,[2]p.	1
406	vii,[1],xvi,[1],18-240,229-388p.	1
496	xiii,[2],16-496p.	1
144	[2],iv,[2],134,[2]p.	1
840	xii,812,[16]p.	1
140	[2],xvii,[1],119,[1]p.	1
432	vii, [1], iv, [1], 6-421, [3] p., [1] folded leaf of plates	1
268	vii, [2], 10-264 p., [1] leaf of plates	1
344	vi, 7-339, [1] p., [1] folded leaf of plates	1
586	x,573,[3]p.	1
576	[4],iv,566,[2]p.	1
605	xii,[1],4-573[i.e., 4-571],[17],2p., [1]leaf of plates	1
481	480, 7, [1] p.	1
498	xvi, [1], 18-493, [1] p., [1] folded leaf of plates	1
371	viii, 361, [1] lxxxiv, [2] p.	1
96	iv, [1], 6-94, [2] p.	1
124	[2],14,120,[2]p.	1
104	102,[2]p.	1
92	[2],v,[1],83,[1]p.	1
4	2[i.e., 4]p.	1
104	[3],44-144p.	1
86	[2],vi,76,[2]p.	1
240	x, [1], 12-240 p.	1
84	[4], 78, [2] p.	1
36	[2],iv,[1],6-34p.	1
44	[2],iv,5-41,[1]p.	1
72	vii, [2], 10-72 p.	1
616	xix, [1], 587, [1] p., [4] leaves of plates (1 folded)	1
240	[10],220,[2],vi,76,[2]p.	1
24	vii,[2],10-24p.	1
48	xii,[1],14-48p.	1
148	146, [2] p.	1
114	[2], ii, 108, [2] p.	1
320	viii, 312 p.	1
256	iv,252p.	1
60	xv,[1],17-59,[1]p.	1
288	viii,[1],10-288p.	1
28	25,[3],p.	1
74	vi, [68] p.	1
4	7[i.e., 3],[1]p.	1
16	[2],2-14,[1]p.	1
30	28,[2]p.	1
84	iv, [1], 6-84 p.	1
48	[2], iv, [1], 6-45, [1] p.	1
121	viii,111,[1],23,[1]p.	1
2	1 sheet ([1] )	1
104	101, [3] p.	1
24	iv,[3],8-24p.	1
80	viii,[1],10-80p.	1
NA	3vol.	1
358	[18],332,[8]p.	1
735	vi,[1],8-264,269-700,703-723,[5]p., [60]leaves of plates (1folded)	1
853	vi, [1], 8-264, 269-700, 703-723, [3] p., [60] leaves of plates (1 folded)	1
782	721,[1]p., [30]leaves of plates	1
162	vii, [1], 9-161, [1] p.	1
162	[8], 153, [1] p.	1
174	[12],162p.	1
180	[8], 159, [1] p., [6] leaves of plates	1
194	[10],13-184p., [6]leaves of plates	1
72	viii,[1],10-72p.	1
12	p. [2], 213-222	1
138	[2],135,[1]p.	1
82	vi, 76 p.	1
64	xx,41,[3]p.	1
98	12,[6],72,xix,[1]p.	1
64	59,[5]p.	1
NA	2v. in 10parts	1
164	163, [1] p.	1
22	19,[3]p.	1
30	[30]p.	1
2	p. [18]-19	1
71	[2],67,[2]p.	1
72	[2],66,[4]p.	1
60	[8],5-49[i.e., 5-51],[1]p., [1]leaf of plates	1
41	[5],35,35,[1]p.	1
228	[5],214,[9]p.	1
32	[6],24,[2]p.	1
2	1leaf ([2]p.)	1
150	150p.	1
54	[2],ii-iii,49[1]p.	1
53	[3],49,49,[1]p.	1
78	[1],4-79,[1]p.	1
46	[1],4-47,[1]p.	1
4	p. 129-132	1
12	[2],5,[1]p., [1]folded leaf of plates	1
292	iv,[1],6-290,[2]p.	1
304	iv,14,[2],15-298p.	1
308	[4],204[i.e., 304]p.	1
252	[4],246,[2]p.	1
36	xx,16p.	1
98	[4],93,[1]p.	1
58	57, [1] p.	1
52	[8], 38, [2] p., [1] leaf of plates	1
104	[6],98p.	1
40	[2],ii,[3],8-40p.	1
8	p. 19-25,[1]	1
23	14, [1], 9, [2], 3, 6, 5, 4, 20 p.	1
98	50,[44]p., [1]folded leaf	1
86	50, [32] p., [1] folded leaf	1
87	xxii,55,[9],iv,53,[1]p.	1
36	[36]p.	1
2	2,2p.	1
4	p. 389-392	1
4	p. 505-508	1
2	p. 265-266	1
4	p. 259-261,[1]	1
2	p. 286-287	1
2	p. 195-196	1
2	p. 209-[210]	1
2	p. 177-178	1
2	p. 181-182	1
4	p. 177-180	1
4	p. 183-186	1
8	p. 167-174	1
2	p. 167-168	1
2	p. 373-374	1
149	iv,[1],6-140,[2],40,[2]p.	1
188	[2],iv,182p.	1
88	87[i.e., 88]p.	1
24	16[i.e., 22],[2]p.	1
641	lxxvii, [1], 504, 43, [59] p.	1
70	[3],vi-vii,[2],10-70,[2]p.	1
186	186p.	1
148	[2],xviii,128p.	1
224	viii,208,[8]p.	1
260	[10],248,[2]p.	1
160	iv,[1],10-164p.	1
420	xvi, [1], 18-416 p., [2] folded leaves of plates	1
420	xxiv,393,[3]p.	1
352	xxiv, 328 p.	1
72	vii,[1],64+ p.	1
265	256, iv, [1], 6-68 p., [1] leaf of plates	1
350	345, [1] p., [1] leaf of plates	1
208	200, [4] p., [1] leaf of plates	1
168	iv, 152, 159, [1] p., [1] leaf of plates	1
424	417,[3]p., [1]leaf of plates	1
352	345,[3]p., [1]leaf of plates	1
32	xi,[1],[13]-31,[1]p.	1
141	50,[9],58-131,[1]p.	1
84	vi, 75, [3] p.	1
8	8,4p.	1
284	283,[1]p.	1
156	vi,[1],8-156p.	1
88	[4],84,p.	1
85	[4], 70, [3], 72-77, [1] p.	1
72	vi, [1], 8-70, [2] p.	1
44	vi,[2],9-42,[2]p.	1
125	107,[1],100,92,120p., [1]leaf of plates	1
8	p. [49]-56	1
9	p. [1],41-48	1
1	v,6-23,[1]p.	1
8	p. [4],555-557,[1]	1
28	29[i.e., 28]p.	1
212	207,[1]p., [1]folded leaf of plates	1
24	iv,5-21,[3]p.	1
36	32p., [1]leaf of plates	1
24	xi,12-21,[3]p.	1
202	xxii,[1],24-195,[3]p., [1]leaf of plates	1
3	v,6-105,[3]p.	1
724	[12],694,[18]p.	1
276	276 p.	1
382	90,381,[1],34,84,4p.	1
444	vi,[2],536[i.e., 436]p.	1
376	viii,9-375,[1]p.	1
244	vi,[1],8-240p., [1]leaf of plates	1
439	xii, [1], 4-13, [2], 14-289, 330-423, [1] p.	1
373	[2], viii, 362, ciii [i.e., xciii],[1] p.	1
198	xiv, [3], 18-196, [2] p.	1
416	viii,13-420p.	1
396	xv,[1],380p.	1
316	xi, [2], 14-304, [8] p., [1] folded leaf of plates	1
34	[4],ii,28p.	1
84	84,4p.	1
382	381,[1],34p.	1
352	346,[2]p., [2]leaves of plates	1
396	xii,382,[2]p.	1
32	[2],vi,24p.	1
316	[4],308p., [1]leaf of plates	1
56	[4],vi,46p.	1
72	vi,7-72p.	1
NA	1atlas	1
18	[2],xiv,[2]p.	1
32	[2],5-34p.	1
68	vi,[1],8-67,[1]p.	1
324	xi,[1],309[i.e., 310],[2]p.	1
74	viii, 66 p.	1
36	iv,5-34,[2]p.	1
8	p. [9]-16	1
108	[2],iii,[1],97[i.e. 101],[1]p.	1
425	v, [2], 8-264, 275-416, [2] p.	1
461	iv, 4, [1], 10-455, [1] p.	1
24	32[i.e., 24]p.	1
8	p. [33]-40	1
78	54,[2],55-76p.	1
20	iii,[2],6-20p.	1
136	x,122p., [1]folded leaf	1
76	[2],iii,[1],68,[2]p.	1
232	230,[2]p.	1
144	iv, [1], 6-144 p.	1
148	x,136,[2]p.	1
108	[2],32,[4],33-64,[4],65-96,[2]p.	1
202	202 p.	1
386	liii, [2], 56-385, [1] p.	1
202	183, [1] p., [9] leaves of plates (7 folded)	1
36	vii, [2], 10-34, [2] p.	1
35	35,8,9,16p.	1
72	65, [7] p.	1
281	[5],10-86,[3],88-94,[1],106-272p.	1
24	[2],ii,19,[1]p.	1
176	[22],150,[4]p.	1
164	xxv,[1],138p.	1
62	vi,55,[1]p.	1
36	[4],iv,27,[1]p.	1
242	[18],223,[1]p.	1
4	[4]p. ; (fol.)	1
530	[8],LXXXVI,432,[4]p.	1
52	[225]-270, [2] p., [2] folded leaves of plates	1
84	[2], 385-464, [2] p.	1
60	xiv,41,[5]p.	1
22	Pp. 3-24	1
524	v,[1],513,[5]p.	1
12	9, [3]p.	1
432	[8],423,[1]p.	1
92	[2],5-86,[8]p.	1
552	552p.	1
160	x,150p.	1
10	[2], 5-12 p.	1
86	LXXXV,[1]p.	1
90	88p., plate	1
208	[116],92p.	1
1188	2v. ([6], xliv, 512, 164, [2]; [2], 612 p.), [5] leaves of plates	1
79	72, [2], 17, [5] p.	1
56	viii,[1],4-50p.	1
49	48,19,[1]p.	1
140	[2],137,[1]p.	1
200	[6],193,[1]p.	1
144	[8],133,[3]p.	1
130	[2],xvi,112p.	1
188	64;124p.	1
280	280p.	1
482	[4],xvi,17[i.e.433],[23]p.,plates,table	1
248	vi,83[i.e.100];146[i.e.138]p.,plates	1
71	[4],50,iii,57,iii,61,vi p.	1
66	[4],54,vi,54,iii,[1],3-52,iii,[1]p.	1
418	[12],148;[4],253,[1]p.	1
60	59,[1]p	1
78	74,[2]p.,plate	1
48	[10],35,[3]p.	1
76	vi,69,[1]p.	1
211	[8],159,190-201,102-103,204,[i.e.174],[2]p.	1
140	[4],iv,131,[1]p.	1
60	iv,51,[1]p.,plates	1
62	iv,58p.	1
472	XLIV,427,[1]p.	1
178	[4],vi,[2],165,[1]p.	1
76	[4],70,[2]p.	1
94	xii,82p.	1
364	[6],358p.	1
284	[2],lxiv,[2],215,[1]p.	1
312	xv,[1],296p.	1
18	[2],14p.,table	1
126	[8],118p.	1
89	[4],84,15,[1]p.	1
38	[2],ii,33,[1]p.	1
146	[2],144p.	1
204	204p.	1
86	[4],72p., 5 tables	1
82	[2],45,56-78,[2]p.	1
240	[2],xxxvii,[1],199,[1]p.	1
6	6 p. [i.e.3 leaves]	1
76	vii,[1],67,[1]p.	1
108	x,[2],94p.,plate	1
106	[4],101,[1]p.	1
126	[2],38;83,[1]p.,plate	1
24	[2],ii,20p.	1
48	[14],33,[1]p.	1
132	viii,121,[3]p.	1
110	[6],104p.	1
22	[2],21[i.e.19],[1]p.	1
56	[4],51,[1]	1
26	[2],22,[2]p.	1
24	[5],4-22p.	1
168	xii,155,[1]p.	1
60	[4],52,[4]p.	1
64	[4],viii,51,[1]p.	1
60	59,[1],12p.	1
40	34,[6]p.	1
19	[5],13,13,[1]p.	1
40	[8],31,[1]p.	1
216	xvi,200p.	1
51	28,[3],pp30-48	1
48	[14],34p.	1
354	[8],264,295-342,[4]p.	1
108	[2],xviii,87,[1]p.	1
544	viii,8,536,8p.	1
546	viii,536,8,8,[2]p.	1
106	iv,101,[1]p.	1
206	[4],202p.	1
4	4,2p.	1
152	[4],147,[1]p.	1
120	vi,[2],111,[1]p.	1
202	iv,196p.,table	1
424	[4],413,[7]p.	1
4	2v.,plate,table	1
482	[12],467,[1]p.,plate	1
94	[2],63,[1],xxv,[1]p.,table	1
148	[4],144p.	1
36	[4],22[i.e.30],[2]p.	1
108	xi,[1],96p.	1
416	v. 4.([8],402,[6]p.)	1
416	v.4.([6],402,[6]p.),plate	1
432	v.4([8],416,403-404,[6]p.), plate	1
582	v.2([14],560,[8]p.)	1
576	v.2([14],560p,plate)	1
460	v.5 ([10],425,[23]p.), plate	1
444	v.5 ([10],425,[7]p.), plate	1
442	v. 5([10],425,[7]p.)	1
414	v.3([14],381,[19]p.)	1
496	v.1. ([22],452,[20]p.),plate	1
152	[12],139,[1]p.	1
442	LVI,383,[1]p.,table	1
98	[10],42,45-88p.	1
154	152p.,plate	1
152	viii,7-150p.	1
140	[2],5-141,[1]p.	1
156	[4],149,[3]p.	1
48	36,33-40,45-48p.	1
72	[2], 68, [2] p.	1
16	iv,10p.,plate	1
36	29,[7]p.	1
184	[14],168p.,plate	1
52	[2],44,[i.e.48];[2]p.	1
136	xv,[1],120p.	1
86	[4],81,[1]p.	1
2	10v.,plate	1
20	x,[1],36-44p.	1
16	[2],4,[2],11,[1]p.	1
68	vi,61,[1]p.	1
292	[4],viii,279,[1]p.	1
104	viii,95,[1]p.	1
62	[2],57,[3]p.	1
125	[12], 80, 93-112, 3, [1] p.	1
36	25[i.e.34],[2]p.	1
80	[4],ii,[1],6-34;[4],9-48p.	1
106	102,[2]p.,plate	1
72	[8],47,[17]p.	1
230	[54],176p.	1
394	[6],383,[1]p.,plates	1
256	v.1([2],xxiv,228,184p.),plate	1
234	[4],229,[1]p.	1
246	[4],xxxi,[1],4,199,[11]p.	1
612	[4],572,[32]p.,plates	1
324	[2],lxxii,247,[3]p.	1
464	[16],xxxiv,412,[2]p.	1
74	[4],69,[1]p.	1
56	[4],iii,[1],48p.	1
314	[8],3-146;158p.,plates	1
318	[12],3-146;158p.,plates	1
60	18,[2],xxxix,[1]p.	1
476	xvi,447,[7]p.,plates,table	1
570	xx,538,[8]p.,plates	1
415	vii,[5],312,[1],122-144,337-400,[2]p.	1
216	[2],vi,207,[1]p.	1
330	[4],60,57-76;164;64;175-196p.	1
244	[2],iv,[1],4-240p.	1
398	[2],396p.	1
356	[2],iii,[11],324,[2]p.,VII plates	1
204	xvi,184,[2]p.,plate	1
413	vii,[5],312,[1],122-144,337-400p.	1
350	xiii,[1],311,[1],14,[20]p.,plates	1
238	viii,225,[1]p.,plates	1
344	[4],iv,334,[2]p.	1
96	[2],vii,[1],81,[1]p.,plates	1
120	[2],ix,[1],108p.	1
96	77,[3];15,[1]p.	1
40	vi,34p.	1
36	31,[1],iii,[1]p.	1
240	[4],xi,[1],224p.	1
32	[2],5-33,[1]p.	1
328	xvi,308,[2]p.,plate	1
648	xii,[4],632p.	1
270	184;83,[1]p.,table	1
400	xvii,[1],379,[1]p.,plate	1
65	65,2v.	1
614	[28],xxxvi,231,[1];[2],314,[2]p.	1
456	v.5 (451.[1]p.),plates	1
540	v.4 (535,[1]p.),plates	1
496	XLVI,[2],444,[4]p.	1
340	viii,329,[3]p.	1
126	[2],112,105-124p.	1
196	195,[1]p.	1
324	[16],205,[8],116-163[i.e.162],23,178-216,[84]p.	1
756	[12],723,[21]p.	1
464	[24],424,[16]p.	1
190	xxii,167,[1]p.	1
734	[16],120,113-160,169-692,[24]p.,plate	1
556	[8],45,[1],6,540,[2],22,56,57,[1],65,[1],32,33,[1]p.,plate	1
442	[4],xxiii,[1],412p.,plate	1
478	xviii,456,[2]p.,plate	1
828	2v.(xxxii,792,[4]p.)	1
272	xviii,[2],252p.	1
110	210[i.e.110]p	1
100	[4],67,68*-73*,68-90p.,III plates	1
390	[4],382p.,plate,table	1
152	VIII,144p.	1
188	[12],176p.	1
628	612,[16]p.	1
646	xii,[2],632p.	1
368	[16],333,[19]p.	1
346	[4],xxviii,313,[1]p.	1
354	[2],333,[19]p.	1
572	[10],556,[2]p.plates	1
1024	2v.(CIII,[1],919,[1]p.)	1
460	[10],408,xl p., plate	1
4	v.1-17,plates	1
2	Pp.9-10	1
56	51,[5]p.	1
185	xiv,[3],xxvii,[1],153,[1]p.	1
255	vii,[1],xix,[1],226,[2]p.,III plates	1
704	[8],690,[2]p.,plates	1
80	[4],iv,71,[1]p.	1
306	xx,280,[4]p.,plate	1
480	viii,464,[4]p.,plates	1
436	[4],420,[10]p.,plate	1
228	iv,224p.	1
382	xix,[1];xxvii,[1],153,[1];99,[1];[4],iv,71,[1]p.	1
138	xi,[1],126p.	1
240	[28],212p.	1
380	viii,304,295-331,[1];v,[1],34p.	1
322	xiv,ix-316p.	1
184	xii,166,124,[2]p.,plates	1
216	[8],204,[4]p.	1
122	[6],viii,108p.	1
336	[21],vi-xlviii,248,[20]p.,plate,table	1
480	xii,[4],463,[1]p.	1
168	xxii,137,[9]p.	1
424	[16],376,[32]p.	1
98	[2],iv,81,[7]p.,plates	1
4	xlix-liip.	1
52	50p.,table	1
130	29,[101]p.	1
220	22,[2];[196]p.	1
118	x,[1],xvi-xxx[i.e.xxxiv],104,41,[1]p.,plate	1
4938	[2],2862;2070p.,tables	1
456	xii,439,[5]p.	1
394	xi,[5],375,[1]p.,plate	1
332	[4],132;viii,132;55,[1]p.	1
252	[20],232p.	1
240	[40],198,[2]p.	1
390	xvi,371,[3]p.	1
44	[4],16,21-40p.	1
276	[7],iv,[11],197,[12],202-237,[1]p.,plates	1
628	xxi,[1],601,[1],50p.,plates	1
246	46,[196]p.,tables	1
32	20,[12]p.	1
444	[6],xviii,[2],407,[1],344,[8]p.,plate	1
783	[4],iii,[1],x,741,[27]p.	1
897	2v.([4],x,741,[25],iii,[4],744-853,[1]p.)	1
152	[2],iii,[1],146p.	1
906	2v.(li,[13],839,[1]p.,table)	1
908	2v.(li,[13],839,[1]p.,tables)	1
418	18[i.e.418]p.	1
53	[4],48,31,[1]p.	1
240	[6],231,[3]p.	1
800	[10],626,[164]p.	1
586	[2],cxi,[17],401,[55]p.	1
704	[24],224,*225-*248,225-435,440-591,[1];63,[1];24p.	1
1026	v.3([40],624;274;88p.)	1
148	[14],134p.	1
266	[9],8-259,[5]p.	1
384	xiv,[2],368p.	1
248	iv,241,[3]p.	1
314	v.1([2],2,309,[3]p.)	1
320	xvi,300p.,plates	1
434	[2],423,[5]p.,plates	1
362	[4],356p.,plate	1
408	[4],402,[2]p.	1
390	[8],359,[21]p.,plate	1
928	2v.(CXCI,[1],736p.)	1
80	[4],37,[39]p.	1
2	3 v., plate	1
244	[34],160,163-210,111-118p.	1
242	[32], 160, 163-210, 111-118 p.	1
189	[2],101,[3],103-178,[4]p.,plate	1
425	[4],403,[1];[16],dxciii[i.e. dlxciii],[1]p.	1
88	84,22p.,plates	1
389	vi,[2],13,[3],370p.,plates,tables	1
316	xv,[1],296p.,plates	1
52	[4],iv,44p.	1
526	viii,[8],509,[1]p.	1
515	viii,59,[1];155,[2],154-186,[1],186-232;211,[1]p.	1
494	[16],196;281,[1]p.	1
558	2v.([34],502,[18]p.,plates)	1
630	viii,622p.	1
642	[2],640p.	1
336	x,322p.,plates	1
620	vii,[1],374,[8];[4],222p.,plates	1
394	vii,[1],374,[8],222p.,plates	1
18	18,2p.	1
756	[6],734,[16]p.	1
736	xxiv,711,[1]p.	1
632	[4],viii,iv,[152],468p.	1
370	xvi,352p.,plate	1
284	[4],x,265,[5]p.	1
156	xv,[1],134,[2]p.,2plates	1
484	xvi,466,[2]p.	1
616	viii,viii,608p.	1
288	xii,276p.	1
282	[2],iv,ii,xviii,261,[1]p.	1
100	[3],94,[1]p.,plate	1
504	[8],CCXXXII,[8],248,104,[8]p.	1
340	[4],335,[1]p.	1
520	xv,[1],504p.	1
10	8p.,plate	1
9	6,[3],1p.	1
274	[16],200,xlvi,xlix-lvi,24p.,plate	1
908	[10],viii,4,[2],877,[7]p.,plates	1
759	[10],8,iii,[3],84,81-84,85-362,[200],[363]-410;52,[3],44-49,[17];[ 2],lixp.	1
544	[8],8,iv,[4],84,81-84,85-400;49,[17];[2],lix,[1]p.	1
688	v.1(xvi,672p.)	1
464	464,12p.	1
263	xviii,243,[1],53,[1]p.	1
382	viii,184,183-366,[8]p.	1
204	202,[2]p.	1
393	xiii,[3],xxxii,270;15,[1];48;xix,[1]p.,plates	1
376	[8],360[i.e.364]p.,plates	1
338	iv[i.e. vi],331,[5]p.,plate	1
268	[44],224p.	1
192	[4],viii,178,[2]p.	1
434	xi,[1],422p.	1
484	xii,471,[1]p.	1
480	xi,[1],468p.	1
268	xii,254,[2]p.	1
356	[2],iii,[13],324p.,vii plates	1
726	[10],702,[14]p.	1
264	[16],13-248,[12]p.	1
386	384p.,plate	1
584	[4],lxix,[1],510,[26]p.plate	1
276	[4],270,[2]p.	1
498	[42],xlii,396,[16]p.,table	1
457	viii;vi,108;334,5,[1]p.	1
292	viii,280p.,plates	1
196	[8], 95, [1]; 90, [2] p.	1
524	xv,[1],506,[2]p.	1
360	xiv,346p.	1
518	xv,[1],502,ivp.	1
188	[4],183,[1]p.,fold.table	1
NA	11v.	1
192	186,[6]p.	1
286	viii,264,257-278p.	1
376	[4],xx,333,[19]p.	1
74	[2],18;11,[1];39,[3]p.	1
610	[4],lxx,510,[24]p.,plate	1
534	[8],LXXXVI,[4],432,[4]p.	1
142	[4],vi,[2],102;28p.	1
44	[9],12-46p.	1
726	xiv,148,148*-*151,149-712p.	1
96	[2],935-1024,[4]p.	1
280	[8],271,[1]p.	1
114	[2],1107-1217,[1]p.	1
72	[2],769-838p.	1
96	[2],841-931,[3]p.	1
86	[4],1025-1106p.	1
78	xxv,[3],50p.	1
592	[16],vi,570p.	1
328	[12],156;160p.	1
272	viii,xv,[1],252,[4]p.	1
80	xii,66,[2]p.	1
515	iii,[1],lviii,456p.	1
200	lxxi,[1],128p.	1
268	[22],246,20p.	1
464	[2],lviii,[12],352,361-376,369-392p.	1
204	iv,7-204,[2]p.	1
156	[2],153,[1]p.	1
250	[2],248p.	1
186	[1],iv-xii,176p.	1
